timestamp,src_ip,dst_ip,src_port,dst_port,seq,ack,payload_len,inter_arrival_time,jitter,retransmission_rate,duplicate_ack_count,rtt_estimate,retransmission,lost_segment,duplicate_ack,packet_lost
1771738557.450937,10.0.0.1,10.0.0.2,57098,5001,653109,29,1448,0.0400691032409668,0.02173445163956785,0.0,0.0,0.014236927032470703,0,0,0,0
1771738557.462205,10.0.0.1,10.0.0.2,57098,5001,648765,29,1448,0.011267900466918945,0.02017803552161152,0.0,0.0,0.014236927032470703,0,0,0,0
1771738557.491002,10.0.0.1,10.0.0.2,57098,5001,651661,29,1448,0.028797149658203125,0.01786522061572447,0.0,0.0,0.014236927032470703,0,0,0,0
1771738557.531212,10.0.0.1,10.0.0.2,57098,5001,648765,29,1448,0.04021000862121582,0.01790208127530512,0.1,0.0,0.014236927032470703,1,0,0,1
1771738557.571359,10.0.0.1,10.0.0.2,57098,5001,654557,29,1448,0.040146827697753906,0.012638388518976147,0.1,0.0,0.014236927032470703,0,0,0,0
1771738557.571364,10.0.0.1,10.0.0.2,57098,5001,656005,29,1448,5.0067901611328125e-06,0.01791875190384494,0.1,0.0,0.014236927032470703,0,0,0,0
1771738557.611443,10.0.0.1,10.0.0.2,57098,5001,657453,29,1448,0.04007911682128906,0.017391243166475678,0.1,0.0,0.014236927032470703,0,0,0,0
1771738557.611445,10.0.0.1,10.0.0.2,57098,5001,658901,29,1448,1.9073486328125e-06,0.021986651323816282,0.1,0.0,0.014236927032470703,0,0,0,0
1771738557.612588,10.0.0.1,10.0.0.2,57098,5001,660349,29,1448,0.0011429786682128906,0.02176582429081679,0.1,0.0,0.014236927032470703,0,0,0,0
1771738557.693267,10.0.0.1,10.0.0.2,57098,5001,663245,29,1448,0.08067917823791504,0.0358624127099857,0.1,0.0,0.014236927032470703,0,1,0,1
1771738557.69327,10.0.0.1,10.0.0.2,57098,5001,664693,29,1448,2.86102294921875e-06,0.035862777354657614,0.1,0.0,0.014236927032470703,0,0,0,0
1771738557.733349,10.0.0.1,10.0.0.2,57098,5001,666141,29,1448,0.04007911682128906,0.035862777354657614,0.1,0.0,0.014236927032470703,0,0,0,0
1771738557.733352,10.0.0.1,10.0.0.2,57098,5001,667589,29,1448,2.86102294921875e-06,0.03586261528130652,0.1,0.0,0.014236927032470703,0,0,0,0
1771738557.746205,10.0.0.1,10.0.0.2,57098,5001,661797,29,1448,0.012853145599365234,0.03431457248997524,0.0,0.0,0.014236927032470703,0,0,0,0
1771738557.774513,10.0.0.1,10.0.0.2,57098,5001,669037,29,1448,0.02830791473388672,0.017696735451600398,0.0,0.0,0.014236927032470703,0,0,0,0
